Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,District Name,Floor Level,Address,Tenure Lease Period,Tenure From,Tenure Due,Tenure Remaining,Latitude,Longitude,Planning Area,Region
,UPPER THOMSON ROAD,Shop House,5418888,"1,569.39","3,453",May-23,Land,145.8,"37,167",Freehold,26," Upper Thomson, Springleaf",01 to 05,", UPPER THOMSON ROAD",Freehold,Freehold,Freehold,Freehold,1.35796799014899,103.828370680201,Bishan,Central
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,17490000,"3,101.11","5,640",May-23,Land,288.1,"60,708",999 yrs lease commencing from 1957,19," Serangoon Garden, Hougang, Punggol",01 to 05,"SERANGOON GARDEN ESTATE, SERANGOON GARDEN WAY",999,1957,2956,932,1.36469147379305,103.864399896337,Serangoon,Central
LITTLE INDIA CONSERVATION AREA,DALHOUSIE LANE,Shop House,2900000,"1,064.56","2,724",May-23,Land,98.9,"29,323",99 yrs lease commencing from 1993,8, Little India,01 to 05,"LITTLE INDIA CONSERVATION AREA, DALHOUSIE LANE",99,1993,2092,68,1.30489884722026,103.852031828266,Rochor,Central
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,7100000,"1,233.55","5,756",May-23,Land,114.6,"61,955",99 yrs lease commencing from 1995,7," Middle Road, Golden Mile",01 to 05,"KAMPONG GLAM CONSERVATION AREA, BUSSORAH STREET",99,1995,2094,70,1.30191362864241,103.85955884582,Rochor,Central
BOAT QUAY CONSERVATION AREA,BOAT QUAY,Shop House,30000000,"1,426.23","21,034",May-23,Land,132.5,"226,415",999 yrs lease commencing from 1826,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"BOAT QUAY CONSERVATION AREA, BOAT QUAY",999,1826,2825,801,1.28676737632669,103.849375556243,Singapore River,Central
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,4900000,"1,092.55","4,485",May-23,Land,101.5,"48,276",Freehold,14," Geylang, Eunos",01 to 05,"GEYLANG CONSERVATION AREA, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31380113975888,103.884821208591,Geylang,East
,JALAN BESAR,Shop House,26000000,"3,797.54","6,847",May-23,Land,352.8,"73,696",999 yrs lease commencing from 1919,8, Little India,01 to 05,", JALAN BESAR",999,1919,2918,894,1.30977661688661,103.858717469751,Kallang,Central
,NEW BRIDGE ROAD,Shop House,23800000,"1,452.06","16,390",May-23,Land,134.9,"176,427",99 yrs lease commencing from 2016,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,", NEW BRIDGE ROAD",99,2016,2115,91,1.28567529545314,103.844032213661,Outram,Central
,BALESTIER ROAD,Shop House,6088888,"1,894.46","3,214",May-23,Strata,176,"34,596",Freehold,12," Balestier, Toa Payoh, Serangoon",-,", BALESTIER ROAD",Freehold,Freehold,Freehold,Freehold,1.31944053717385,103.854371519518,Kallang,Central
THOMSON GARDEN ESTATE,UPPER THOMSON ROAD,Shop House,5800000,"1,909.53","3,037",May-23,Land,177.4,"32,694",Freehold,20," Bishan, Ang Mo Kio",01 to 05,"THOMSON GARDEN ESTATE, UPPER THOMSON ROAD",Freehold,Freehold,Freehold,Freehold,1.35291155658189,103.835310178493,Bishan,Central
LITTLE INDIA CONSERVATION AREA,CUFF ROAD,Shop House,6500000,"1,725.47","3,767",Apr-23,Land,160.3,"40,549",Freehold,8, Little India,01 to 05,"LITTLE INDIA CONSERVATION AREA, CUFF ROAD",Freehold,Freehold,Freehold,Freehold,1.30723056758985,103.852744945779,Rochor,Central
DESKER ROAD CONSERVATION AREA,MAUDE ROAD,Shop House,7620000,"1,293.83","5,889",Apr-23,Land,120.2,"63,394",Freehold,8, Little India,01 to 05,"DESKER ROAD CONSERVATION AREA, MAUDE ROAD",Freehold,Freehold,Freehold,Freehold,1.30836607181317,103.857677673525,Kallang,Central
,HONGKONG STREET,Shop House,9600000,"1,883.70","5,096",Apr-23,Land,175,"54,857",99 yrs lease commencing from 1951,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,", HONGKONG STREET",99,1951,2050,26,1.28746405023468,103.847711699114,Singapore River,Central
TANJONG PAGAR CONSERVATION AREA,DUXTON HILL,Shop House,14300000,"1,252.93","11,413",Apr-23,Land,116.4,"122,852",99 yrs lease commencing from 1988,2," Anson, Tanjong Pagar",01 to 05,"TANJONG PAGAR CONSERVATION AREA, DUXTON HILL",99,1988,2087,63,1.27932614190495,103.842808545651,Outram,Central
,UPPER SERANGOON ROAD,Shop House,11200888,"2,794.33","4,008",Apr-23,Land,259.6,"43,147",Freehold,19," Serangoon Garden, Hougang, Punggol",01 to 05,", UPPER SERANGOON ROAD",Freehold,Freehold,Freehold,Freehold,1.36328683075471,103.888034027862,Hougang,North
RACE COURSE RD/OWEN RD CON AREA,RACE COURSE ROAD,Shop House,4200000,"1,326.12","3,167",Apr-23,Land,123.2,"34,091",Freehold,8, Little India,01 to 05,"RACE COURSE RD/OWEN RD CON AREA, RACE COURSE ROAD",Freehold,Freehold,Freehold,Freehold,1.30981878209749,103.852299645522,Rochor,Central
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,4500000,661.99,"6,798",Apr-23,Land,61.5,"73,171",99 yrs lease commencing from 2003,7," Middle Road, Golden Mile",01 to 05,"KAMPONG GLAM CONSERVATION AREA, BUSSORAH STREET",99,2003,2102,78,1.30191362864241,103.85955884582,Rochor,Central
DESKER ROAD CONSERVATION AREA,ROWELL ROAD,Shop House,13500000,"2,212","6,103",Apr-23,Land,205.5,"65,693",Freehold,8, Little India,01 to 05,"DESKER ROAD CONSERVATION AREA, ROWELL ROAD",Freehold,Freehold,Freehold,Freehold,1.30877620700143,103.85484916474,Rochor,Central
TELOK AYER CONSERVATION AREA,STANLEY STREET,Shop House,29000000,"1,728.70","16,776",Apr-23,Land,160.6,"180,573",Freehold,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"TELOK AYER CONSERVATION AREA, STANLEY STREET",Freehold,Freehold,Freehold,Freehold,1.28011999140913,103.847785760486,Outram,Central
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,4760000,"1,491.89","3,191",Apr-23,Land,138.6,"34,343",Freehold,14," Geylang, Eunos",01 to 05,"GEYLANG CONSERVATION AREA, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31380113975888,103.884821208591,Geylang,East
,SOUTH BUONA VISTA ROAD,Shop House,7300000,"2,171.10","3,362",Apr-23,Land,201.7,"36,192",Freehold,5," Pasir Panjang, Hong Leong Garden, Clementi New Town",01 to 05,", SOUTH BUONA VISTA ROAD",Freehold,Freehold,Freehold,Freehold,1.28874254624379,103.784227013684,Queenstown,Central
DESKER ROAD CONSERVATION AREA,SAM LEONG ROAD,Shop House,7500000,"1,354.11","5,539",Apr-23,Land,125.8,"59,618",Freehold,8, Little India,01 to 05,"DESKER ROAD CONSERVATION AREA, SAM LEONG ROAD",Freehold,Freehold,Freehold,Freehold,1.30958079664158,103.856400270828,Kallang,Central
TELOK AYER CONSERVATION AREA,AMOY STREET,Shop House,21800000,"1,855.71","11,748",Apr-23,Land,172.4,"126,450",999 yrs lease commencing from 1827,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"TELOK AYER CONSERVATION AREA, AMOY STREET",999,1827,2826,802,1.28094443618525,103.846828867602,Outram,Central
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,8650000,"1,502.65","5,756",Mar-23,Land,139.6,"61,963",999 yrs lease commencing from 1957,19," Serangoon Garden, Hougang, Punggol",01 to 05,"SERANGOON GARDEN ESTATE, SERANGOON GARDEN WAY",999,1957,2956,932,1.36469147379305,103.864399896337,Serangoon,Central
HOLLAND VILLAGE,HOLLAND AVENUE,Shop House,12700000,"1,503.73","8,446",Mar-23,Land,139.7,"90,909",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05,"HOLLAND VILLAGE, HOLLAND AVENUE",Freehold,Freehold,Freehold,Freehold,1.31110822426431,103.795628490517,Queenstown,Central
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,5200000,"1,190.50","4,368",Mar-23,Land,110.6,"47,016",999 yrs lease commencing from 1876,8, Little India,01 to 05,"LITTLE INDIA CONSERVATION AREA, DUNLOP STREET",999,1876,2875,851,1.30461756159477,103.853791607012,Rochor,Central
SERANGOON GARDEN ESTATE,LICHFIELD ROAD,Shop House,3800000,"2,107.59","1,803",Mar-23,Land,195.8,"19,408",999 yrs lease commencing from 1953,19," Serangoon Garden, Hougang, Punggol",01 to 05,"SERANGOON GARDEN ESTATE, LICHFIELD ROAD",999,1953,2952,928,1.36494072936387,103.870164959681,Serangoon,Central
,OUTRAM ROAD,Shop House,9000000,"1,530.64","5,880",Mar-23,Land,142.2,"63,291",Freehold,3," Queenstown, Tiong Bahru",01 to 05,", OUTRAM ROAD",Freehold,Freehold,Freehold,Freehold,1.28152914902378,103.838861143362,Outram,Central
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,6450000,663.06,"9,728",Mar-23,Land,61.6,"104,708",999 yrs lease commencing from 1833,7," Middle Road, Golden Mile",01 to 05,"KAMPONG GLAM CONSERVATION AREA, BALI LANE",999,1833,2832,808,1.3008386367286,103.858776665838,Rochor,Central
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,5400000,"1,992.42","2,710",Mar-23,Land,185.1,"29,173",Freehold,19," Serangoon Garden, Hougang, Punggol",01 to 05,"SERANGOON GARDEN ESTATE, SERANGOON GARDEN WAY",Freehold,Freehold,Freehold,Freehold,1.36469147379305,103.864399896337,Serangoon,Central
,LORONG 25A GEYLANG,Shop House,3390000,"1,731.93","1,957",Mar-23,Land,160.9,"21,069",Freehold,14," Geylang, Eunos",01 to 05,", LORONG 25A GEYLANG",Freehold,Freehold,Freehold,Freehold,1.31449472443087,103.882907152234,Geylang,East
,EAST COAST ROAD,Shop House,6800000,"2,379.92","2,857",Mar-23,Land,221.1,"30,755",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05,", EAST COAST ROAD",Freehold,Freehold,Freehold,Freehold,1.31105505030077,103.920293112803,Bedok,East
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,8000000,"1,016.12","7,873",Mar-23,Land,94.4,"84,746",Freehold,8, Little India,01 to 05,"LITTLE INDIA CONSERVATION AREA, SERANGOON ROAD",Freehold,Freehold,Freehold,Freehold,1.30696027751414,103.852334844998,Rochor,Central
LITTLE INDIA CONSERVATION AREA,RACE COURSE ROAD,Shop House,7500000,"1,143.14","6,561",Mar-23,Land,106.2,"70,621",Freehold,8, Little India,01 to 05,"LITTLE INDIA CONSERVATION AREA, RACE COURSE ROAD",Freehold,Freehold,Freehold,Freehold,1.30823166858437,103.850992046671,Rochor,Central
LITTLE INDIA CONSERVATION AREA,RACE COURSE ROAD,Shop House,7500000,"1,170.05","6,410",Mar-23,Land,108.7,"68,997",Freehold,8, Little India,01 to 05,"LITTLE INDIA CONSERVATION AREA, RACE COURSE ROAD",Freehold,Freehold,Freehold,Freehold,1.30823166858437,103.850992046671,Rochor,Central
HOLLAND VILLAGE,LORONG LIPUT,Shop House,11600000,"1,713.63","6,769",Mar-23,Land,159.2,"72,864",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05,"HOLLAND VILLAGE, LORONG LIPUT",Freehold,Freehold,Freehold,Freehold,1.31073740293911,103.79494751759,Queenstown,Central
,JOO CHIAT ROAD,Shop House,5500000,912.79,"6,026",Mar-23,Land,84.8,"64,858",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05,", JOO CHIAT ROAD",Freehold,Freehold,Freehold,Freehold,1.31552186936095,103.898992245034,Geylang,East
,CEYLON ROAD,Shop House,4136500,"1,404.70","2,945",Mar-23,Land,130.5,"31,697",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05,", CEYLON ROAD",Freehold,Freehold,Freehold,Freehold,1.30972745099341,103.899503479107,Geylang,East
KAMPONG GLAM CONSERVATION AREA,NORTH BRIDGE ROAD,Shop House,8280000,"1,506.96","5,495",Mar-23,Land,140,"59,143",Freehold,7," Middle Road, Golden Mile",01 to 05,"KAMPONG GLAM CONSERVATION AREA, NORTH BRIDGE ROAD",Freehold,Freehold,Freehold,Freehold,1.30390095179372,103.860609204236,Rochor,Central
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,3000000,917.09,"3,271",Feb-23,Land,85.2,"35,211",999 yrs lease commencing from 1877,8, Little India,01 to 05,"LITTLE INDIA CONSERVATION AREA, UPPER DICKSON ROAD",999,1877,2876,852,1.30607583818221,103.852821809828,Rochor,Central
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,3200000,988.14,"3,238",Feb-23,Land,91.8,"34,858",999 yrs lease commencing from 1877,8, Little India,01 to 05,"LITTLE INDIA CONSERVATION AREA, UPPER DICKSON ROAD",999,1877,2876,852,1.30607583818221,103.852821809828,Rochor,Central
,BALESTIER ROAD,Shop House,5300000,"1,651.20","3,210",Feb-23,Land,153.4,"34,550",Freehold,12," Balestier, Toa Payoh, Serangoon",01 to 05,", BALESTIER ROAD",Freehold,Freehold,Freehold,Freehold,1.31944053717385,103.854371519518,Kallang,Central
BOAT QUAY CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,10500000,"1,161.44","9,041",Feb-23,Land,107.9,"97,312",999 yrs lease commencing from 1831,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"BOAT QUAY CONSERVATION AREA, SOUTH BRIDGE ROAD",999,1831,2830,806,1.2869751980861,103.848284620895,Singapore River,Central
TANJONG PAGAR CONSERVATION AREA,DUXTON ROAD,Shop House,8600000,"1,475.74","5,828",Feb-23,Land,137.1,"62,728",99 yrs lease commencing from 2000,2," Anson, Tanjong Pagar",01 to 05,"TANJONG PAGAR CONSERVATION AREA, DUXTON ROAD",99,2000,2099,75,1.27898650917303,103.843478716281,Outram,Central
TANJONG PAGAR CONSERVATION AREA,TRAS STREET,Shop House,11900000,"1,332.58","8,930",Feb-23,Land,123.8,"96,123",99 yrs lease commencing from 1994,2," Anson, Tanjong Pagar",01 to 05,"TANJONG PAGAR CONSERVATION AREA, TRAS STREET",99,1994,2093,69,1.27726376980905,103.844393619634,Outram,Central
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,4800000,916.02,"5,240",Feb-23,Land,85.1,"56,404",99 yrs lease commencing from 1995,7," Middle Road, Golden Mile",01 to 05,"KAMPONG GLAM CONSERVATION AREA, ARAB STREET",99,1995,2094,70,1.30055488289156,103.859526885472,Rochor,Central
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,5090000,"1,247.55","4,080",Feb-23,Land,115.9,"43,917",99 yrs lease commencing from 1952,7," Middle Road, Golden Mile",01 to 05,"KAMPONG GLAM CONSERVATION AREA, ARAB STREET",99,1952,2051,27,1.30055488289156,103.859526885472,Rochor,Central
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,7500000,"1,463.90","5,123",Feb-23,Land,136,"55,147",Freehold,14," Geylang, Eunos",01 to 05,"GEYLANG CONSERVATION AREA, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31380113975888,103.884821208591,Geylang,East
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,3950000,637.23,"6,199",Feb-23,Land,59.2,"66,723",999 yrs lease commencing from 1877,8, Little India,01 to 05,"LITTLE INDIA CONSERVATION AREA, UPPER DICKSON ROAD",999,1877,2876,852,1.30607583818221,103.852821809828,Rochor,Central
,KITCHENER ROAD,Shop House,18200000,"2,744.82","6,631",Feb-23,Land,255,"71,373",Freehold,8, Little India,01 to 05,", KITCHENER ROAD",Freehold,Freehold,Freehold,Freehold,1.31051681728548,103.855664683346,Kallang,Central
,SOUTH BRIDGE ROAD,Shop House,13580000,"2,624.26","5,175",Jan-23,Land,243.8,"55,701",99 yrs lease commencing from 1947,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,", SOUTH BRIDGE ROAD",99,1947,2046,22,1.2849769373472,103.846432501646,Outram,Central
TELOK AYER CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,15200000,"1,486.51","10,225",Jan-23,Land,138.1,"110,065",Freehold,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"TELOK AYER CONSERVATION AREA, SOUTH BRIDGE ROAD",Freehold,Freehold,Freehold,Freehold,1.28763241158175,103.848195802269,Singapore River,Central
,SERANGOON ROAD,Shop House,62500000,"9,041.76","6,912",Jan-23,Land,840,"74,405",Freehold,8, Little India,01 to 05,", SERANGOON ROAD",Freehold,Freehold,Freehold,Freehold,1.32911467852282,103.864504469886,Kallang,Central
,GUILLEMARD ROAD,Shop House,3400000,"1,742.69","1,951",Jan-23,Land,161.9,"21,001",Freehold,14," Geylang, Eunos",01 to 05,", GUILLEMARD ROAD",Freehold,Freehold,Freehold,Freehold,1.31108594711138,103.883633824841,Geylang,East
,LAVENDER STREET,Shop House,6000000,"3,065.59","1,957",Jan-23,Land,284.8,"21,067",Freehold,12," Balestier, Toa Payoh, Serangoon",01 to 05,", LAVENDER STREET",Freehold,Freehold,Freehold,Freehold,1.31337862160315,103.861165196035,Kallang,Central
KAMPONG GLAM CONSERVATION AREA,BAGHDAD STREET,Shop House,9600000,"1,604.91","5,982",Dec-22,Land,149.1,"64,386",99 yrs lease commencing from 1995,7," Middle Road, Golden Mile",01 to 05,"KAMPONG GLAM CONSERVATION AREA, BAGHDAD STREET",99,1995,2094,70,1.30130214338951,103.859640966758,Rochor,Central
LITTLE INDIA CONSERVATION AREA,CUFF ROAD,Shop House,5880000,"1,635.05","3,596",Dec-22,Land,151.9,"38,710",Freehold,8, Little India,01 to 05,"LITTLE INDIA CONSERVATION AREA, CUFF ROAD",Freehold,Freehold,Freehold,Freehold,1.30723056758985,103.852744945779,Rochor,Central
,SYED ALWI ROAD,Shop House,7600000,824.52,"9,217",Dec-22,Land,76.6,"99,217",Freehold,8, Little India,01 to 05,", SYED ALWI ROAD",Freehold,Freehold,Freehold,Freehold,1.30963000241648,103.855238355109,Rochor,Central
SEMBAWANG PARK,SEMBAWANG ROAD,Shop House,3300000,"1,721.16","1,917",Dec-22,Land,159.9,"20,638",Freehold,27," Yishun, Sembawang",01 to 05,"SEMBAWANG PARK, SEMBAWANG ROAD",Freehold,Freehold,Freehold,Freehold,1.42787882136552,103.826470122556,Mandai,North
,GEYLANG ROAD,Shop House,42550000,"9,792.01","4,345",Dec-22,Land,909.7,"46,774",Freehold,14," Geylang, Eunos",01 to 05,", GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31422874053214,103.889105438693,Geylang,East
,CHANDER ROAD,Shop House,6500000,"1,159.28","5,607",Dec-22,Land,107.7,"60,353",Freehold,8, Little India,01 to 05,", CHANDER ROAD",Freehold,Freehold,Freehold,Freehold,1.30774014690879,103.850826426805,Rochor,Central
,OPAL CRESCENT,Shop House,9000000,"5,375.54","1,674",Dec-22,Land,499.4,"18,022",Freehold,12," Balestier, Toa Payoh, Serangoon",01 to 05,", OPAL CRESCENT",Freehold,Freehold,Freehold,Freehold,1.32766809698845,103.866943116532,Kallang,Central
,KEONG SAIK ROAD,Shop House,17000000,"1,090.39","15,591",Dec-22,Land,101.3,"167,818",Freehold,2," Anson, Tanjong Pagar",01 to 05,", KEONG SAIK ROAD",Freehold,Freehold,Freehold,Freehold,1.27965766829005,103.841343252726,Outram,Central
,JOO CHIAT ROAD,Shop House,5000000,902.02,"5,543",Nov-22,Land,83.8,"59,666",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05,", JOO CHIAT ROAD",Freehold,Freehold,Freehold,Freehold,1.31552186936095,103.898992245034,Geylang,East
,OWEN ROAD,Shop House,570000,"3,406.81",167,Nov-22,Land,316.5,"1,801",99 yrs lease commencing from 1959,8, Little India,01 to 05,", OWEN ROAD",99,1959,2058,34,1.31476981592523,103.857159572126,Kallang,Central
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,3300000,701.81,"4,702",Nov-22,Land,65.2,"50,613",99 yrs lease commencing from 2003,7," Middle Road, Golden Mile",01 to 05,"KAMPONG GLAM CONSERVATION AREA, BUSSORAH STREET",99,2003,2102,78,1.30191362864241,103.85955884582,Rochor,Central
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,5800000,663.06,"8,747",Nov-22,Land,61.6,"94,156",999 yrs lease commencing from 1833,7," Middle Road, Golden Mile",01 to 05,"KAMPONG GLAM CONSERVATION AREA, BALI LANE",999,1833,2832,808,1.3008386367286,103.858776665838,Rochor,Central
,JOO CHIAT ROAD,Shop House,6500000,949.38,"6,847",Nov-22,Land,88.2,"73,696",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05,", JOO CHIAT ROAD",Freehold,Freehold,Freehold,Freehold,1.31552186936095,103.898992245034,Geylang,East
TANJONG PAGAR CONSERVATION AREA,TANJONG PAGAR ROAD,Shop House,13000000,"1,976.27","6,578",Nov-22,Land,183.6,"70,806",99 yrs lease commencing from 2000,2," Anson, Tanjong Pagar",01 to 05,"TANJONG PAGAR CONSERVATION AREA, TANJONG PAGAR ROAD",99,2000,2099,75,1.27843513419801,103.8436835651,Outram,Central
,SOO CHOW WALK,Shop House,8000000,"3,326.08","2,405",Nov-22,Strata,309,"25,890",Freehold,20," Bishan, Ang Mo Kio",-,", SOO CHOW WALK",Freehold,Freehold,Freehold,Freehold,1.3536807844658,103.832037951159,Bishan,Central
,BEDOK ROAD,Shop House,4358000,"1,799.74","2,421",Nov-22,Land,167.2,"26,065",Freehold,16," Bedok, Upper East Coast, Eastwood, Kew Drive",01 to 05,", BEDOK ROAD",Freehold,Freehold,Freehold,Freehold,1.32363188822667,103.953358724861,Bedok,East
LITTLE INDIA CONSERVATION AREA,JALAN BESAR,Shop House,4111000,826.68,"4,973",Nov-22,Land,76.8,"53,529",Freehold,8, Little India,01 to 05,"LITTLE INDIA CONSERVATION AREA, JALAN BESAR",Freehold,Freehold,Freehold,Freehold,1.30488823405737,103.854759022994,Rochor,Central
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,6800000,720.11,"9,443",Nov-22,Land,66.9,"101,644",999 yrs lease commencing from 1833,7," Middle Road, Golden Mile",01 to 05,"KAMPONG GLAM CONSERVATION AREA, BALI LANE",999,1833,2832,808,1.3008386367286,103.858776665838,Rochor,Central
TELOK AYER CONSERVATION AREA,AMOY STREET,Shop House,18688000,"1,855.71","10,071",Nov-22,Land,172.4,"108,399",999 yrs lease commencing from 1827,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"TELOK AYER CONSERVATION AREA, AMOY STREET",999,1827,2826,802,1.28094443618525,103.846828867602,Outram,Central
JALAN BESAR CONSERVATION AREA,SERANGOON ROAD,Shop House,6800000,"1,484.36","4,581",Oct-22,Land,137.9,"49,311",Freehold,8, Little India,01 to 05,"JALAN BESAR CONSERVATION AREA, SERANGOON ROAD",Freehold,Freehold,Freehold,Freehold,1.30934284861213,103.857601585056,Kallang,Central
TANJONG PAGAR CONSERVATION AREA,DUXTON HILL,Shop House,13000000,"1,235.71","10,520",Oct-22,Land,114.8,"113,240",99 yrs lease commencing from 1988,2," Anson, Tanjong Pagar",01 to 05,"TANJONG PAGAR CONSERVATION AREA, DUXTON HILL",99,1988,2087,63,1.27932614190495,103.842808545651,Outram,Central
TELOK AYER CONSERVATION AREA,ANN SIANG ROAD,Shop House,27188888,"2,646.87","10,272",Oct-22,Land,245.9,"110,569",999 yrs lease commencing from 1827,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"TELOK AYER CONSERVATION AREA, ANN SIANG ROAD",999,1827,2826,802,1.28103576177953,103.845574098734,Outram,Central
TANJONG PAGAR CONSERVATION AREA,TANJONG PAGAR ROAD,Shop House,9680000,"1,436.99","6,736",Oct-22,Land,133.5,"72,509",99 yrs lease commencing from 2000,2," Anson, Tanjong Pagar",01 to 05,"TANJONG PAGAR CONSERVATION AREA, TANJONG PAGAR ROAD",99,2000,2099,75,1.27843513419801,103.8436835651,Outram,Central
